Protein Accession ID,Protein Name and Description,Alignment Length,Start Query,End Query,Start Hit,End Hit,Identity
CAF1524417,emb|CAF1524417.1| unnamed protein product [Adineta ricciae],352,5,350,3,328,104
XP_048000276,ref|XP_048000276.1| endothelin-converting enzyme homolog [Leguminivora glycinivorella],259,85,334,214,472,110
CAF3769436,"emb|CAF3769436.1| unnamed protein product, partial [Rotaria sordida]",321,5,324,3,320,99
CAF4180734,emb|CAF4180734.1| unnamed protein product [Rotaria sordida],284,9,290,7,287,95
KAG9429054,gb|KAG9429054.1| Ammar1 transposase [Apis mellifera carnica],278,73,349,16,287,93
XP_043494985,ref|XP_043494985.1| histone-lysine N-methyltransferase SETMAR-like [Polistes fuscatus],290,3,291,6,284,88
GFR88170,dbj|GFR88170.1| transposase [Elysia marginata],259,81,339,1,256,95
GFO31600,dbj|GFO31600.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],249,4,233,9,257,87
CAF1680264,emb|CAF1680264.1| unnamed protein product [Adineta ricciae],352,5,350,3,328,103
CAF4861660,"emb|CAF4861660.1| unnamed protein product, partial [Rotaria sp. Silwood1]",294,12,303,113,405,90
KAI6661479,gb|KAI6661479.1| Histone-lysine N-methyltransferase SETMAR-like [Oopsacas minuta],340,18,351,2,335,106
CAF3161130,"emb|CAF3161130.1| unnamed protein product, partial [Rotaria sp. Silwood2]",309,43,350,1,306,91
UYV62935,gb|UYV62935.1| hypothetical protein LAZ67_2002551 [Cordylochernes scorpioides],300,53,350,12,301,97
CAH1983316,emb|CAH1983316.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1653834.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],311,41,351,5,265,83
GFX54744,dbj|GFX54744.1| prenylated Rab acceptor protein 1 [Trichonephila clavipes],201,151,351,247,447,93
CAH2000122,emb|CAH2000122.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1677574.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],352,1,351,1,287,85
KFD73365,"gb|KFD73365.1| hypothetical protein M514_14705, partial [Trichuris suis]",282,3,284,5,252,101
UYV60257,gb|UYV60257.1| hypothetical protein LAZ67_1000570 [Cordylochernes scorpioides],238,50,287,29,264,97
XP_018308488,ref|XP_018308488.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Trachymyrmex zeteki],310,24,333,58,335,119
KFD53334,gb|KFD53334.1| hypothetical protein M513_05815 [Trichuris suis] >gb|KFD66427.1| hypothetical protein M514_05815 [Trichuris suis],270,48,317,3,272,150
GFO38366,dbj|GFO38366.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],203,149,351,78,280,87
VDL73524,emb|VDL73524.1| unnamed protein product [Nippostrongylus brasiliensis],346,4,349,8,281,94
PIC39522,gb|PIC39522.1| hypothetical protein B9Z55_011179 [Caenorhabditis nigoni],320,20,339,1,306,94
GBO27087,dbj|GBO27087.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus] >dbj|GBO27094.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],218,135,351,1,218,91
XP_011165249,ref|XP_011165249.1| histone-lysine N-methyltransferase SETMAR-like [Solenopsis invicta],240,80,319,20,259,110
GFV29113,dbj|GFV29113.1| mariner Mos1 transposase [Trichonephila clavipes],216,135,350,1,216,93
UYV78161,gb|UYV78161.1| hypothetical protein LAZ67_16000324 [Cordylochernes scorpioides],229,65,292,95,322,91
XP_033324870,ref|XP_033324870.1| histone-lysine N-methyltransferase SETMAR-like [Megalopta genalis],336,15,349,4,330,92
UYV74934,gb|UYV74934.1| hypothetical protein LAZ67_12001834 [Cordylochernes scorpioides],305,5,308,4,279,97
CAF1469108,"emb|CAF1469108.1| unnamed protein product, partial [Rotaria sp. Silwood1] >emb|CAF1679191.1| unnamed protein product, partial [Rotaria sp. Silwood1]",281,9,288,7,285,91
XP_043498446,ref|XP_043498446.1| histone-lysine N-methyltransferase SETMAR-like [Polistes fuscatus],355,3,349,6,323,90
KFM74117,"gb|KFM74117.1| Histone-lysine N-methyltransferase SETMAR, partial [Stegodyphus mimosarum]",265,62,325,3,265,94
UYV74114,gb|UYV74114.1| hypothetical protein LAZ67_11002156 [Cordylochernes scorpioides],274,54,316,6,271,108
XP_054732596,ref|XP_054732596.1| histone-lysine N-methyltransferase SETMAR-like [Anastrepha obliqua],234,83,316,1,234,95
XP_026314518,ref|XP_026314518.1| protein GVQW3-like [Hyposmocoma kahamanoa],242,3,244,1,242,96
CAH2003010,emb|CAH2003010.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1677420.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],349,1,349,1,283,85
GBP27032,dbj|GBP27032.1| Histone-lysine N-methyltransferase SETMAR [Eumeta japonica],227,125,351,1,227,90
CAF1572405,emb|CAF1572405.1| unnamed protein product [Rotaria sp. Silwood1],275,17,290,4,277,92
GBM77929,dbj|GBM77929.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],200,154,351,7,206,88
UYV63910,gb|UYV63910.1| hypothetical protein LAZ67_2005981 [Cordylochernes scorpioides],265,57,319,319,583,104
UYV63910,gb|UYV63910.1| hypothetical protein LAZ67_2005981 [Cordylochernes scorpioides],269,85,345,102,320,46
KAG6799764,gb|KAG6799764.1| Ammar1 transposase [Apis mellifera caucasica],277,74,349,17,287,93
PNF18227,gb|PNF18227.1| hypothetical protein B7P43_G17523 [Cryptotermes secundus],289,1,284,1,281,94
UYV74744,gb|UYV74744.1| hypothetical protein LAZ67_12000768 [Cordylochernes scorpioides],254,102,350,162,405,86
UYV74744,gb|UYV74744.1| hypothetical protein LAZ67_12000768 [Cordylochernes scorpioides],59,54,112,39,97,26
XP_035214426,ref|XP_035214426.1| histone-lysine N-methyltransferase SETMAR-like [Stegodyphus dumicola],283,79,349,2,278,98
KFD66117,gb|KFD66117.1| hypothetical protein M514_21631 [Trichuris suis],269,1,269,29,297,146
GFR66821,dbj|GFR66821.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],254,59,295,197,450,97
KAG6800497,gb|KAG6800497.1| Ammar1 transposase [Apis mellifera caucasica],279,72,349,10,282,94
CAF1410317,emb|CAF1410317.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1665126.1| unnamed protein product [Rotaria sp. Silwood1],294,1,293,1,291,97
KMQ83859,gb|KMQ83859.1| histone-lysine n-methyltransferase setmar-like protein [Lasius niger],344,7,350,7,303,98
KAI6653033,gb|KAI6653033.1| Transposase [Oopsacas minuta],309,40,346,23,311,95
XP_017477497,ref|XP_017477497.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Rhagoletis zephyria],240,12,251,8,245,101
UYV66870,gb|UYV66870.1| hypothetical protein LAZ67_4003188 [Cordylochernes scorpioides],280,47,326,30,279,101
CAH1994084,emb|CAH1994084.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1631701.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,287,87
CAH2008836,emb|CAH2008836.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1650179.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,7,291,88
XP_065654925,ref|XP_065654925.1| histone-lysine N-methyltransferase SETMAR-like [Hydra vulgaris],287,10,294,10,286,85
UYV73800,gb|UYV73800.1| hypothetical protein LAZ67_11000943 [Cordylochernes scorpioides],241,112,351,305,544,85
UYV73800,gb|UYV73800.1| hypothetical protein LAZ67_11000943 [Cordylochernes scorpioides],274,7,278,10,226,61
PIC23300,gb|PIC23300.1| hypothetical protein B9Z55_017045 [Caenorhabditis nigoni],346,3,348,4,321,91
PIC18904,gb|PIC18904.1| hypothetical protein B9Z55_024635 [Caenorhabditis nigoni],346,3,348,4,320,92
CAH1961383,emb|CAH1961383.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1666145.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],352,1,351,1,289,90
UYV75430,gb|UYV75430.1| hypothetical protein LAZ67_13000225 [Cordylochernes scorpioides],279,88,315,1,279,95
GFW60208,dbj|GFW60208.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],245,2,245,83,326,98
CAH1961168,emb|CAH1961168.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1667261.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],341,11,351,10,289,83
UYV75321,gb|UYV75321.1| hypothetical protein LAZ67_12003486 [Cordylochernes scorpioides],307,46,350,119,412,98
CAH2008968,emb|CAH2008968.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1675931.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],345,7,351,178,447,92
GFR78268,dbj|GFR78268.1| transposase [Elysia marginata],291,1,290,1,291,97
CAF3370476,emb|CAF3370476.1| unnamed protein product [Rotaria socialis] >emb|CAF4256357.1| unnamed protein product [Rotaria socialis],313,39,350,13,322,90
CAH1960666,emb|CAH1960666.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1628002.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],273,80,351,9,264,86
CAH1991590,"emb|CAH1991590.1| unnamed protein product, partial [Acanthoscelides obtectus]",281,71,351,1,245,93
CAH1969158,emb|CAH1969158.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1653454.1| Transposable element Tc3 transposase [Acanthoscelides obtectus],345,6,350,203,495,97
CAH1969158,emb|CAH1969158.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1653454.1| Transposable element Tc3 transposase [Acanthoscelides obtectus],102,251,345,107,202,16
CAH1994380,emb|CAH1994380.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1649782.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],316,25,340,3,266,91
KAF6200230,gb|KAF6200230.1| hypothetical protein GE061_006533 [Apolygus lucorum],246,1,242,1,246,102
GFU43197,dbj|GFU43197.1| hypothetical protein NPIL_190671 [Nephila pilipes],246,35,280,51,294,94
PNF36801,gb|PNF36801.1| hypothetical protein B7P43_G09634 [Cryptotermes secundus],238,114,351,1,236,84
KAI6656093,gb|KAI6656093.1| Transposase [Oopsacas minuta],329,9,335,13,314,87
UYV71475,"gb|UYV71475.1| hypothetical protein LAZ67_8003425, partial [Cordylochernes scorpioides]",318,22,338,41,310,88
CAH1991305,emb|CAH1991305.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1637959.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],351,1,351,1,290,91
GBN25324,dbj|GBN25324.1| Mariner Mos1 transposase [Araneus ventricosus],292,61,351,17,304,100
CAF1660054,emb|CAF1660054.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF2013243.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF2086957.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF3862169.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF3882601.1| unnamed protein product [Rotaria magnacalcarata],298,52,349,141,423,96
XP_033213737,ref|XP_033213737.1| protein GVQW3-like [Belonocnema kinseyi],257,6,262,5,258,94
UYV65072,gb|UYV65072.1| hypothetical protein LAZ67_3003045 [Cordylochernes scorpioides],287,53,338,390,657,96
CAH1990877,emb|CAH1990877.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1635948.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],339,1,339,1,295,94
GFS04804,dbj|GFS04804.1| histone-lysine N-methyltransferase SETMAR [Elysia marginata],253,99,350,1,253,89
XP_061178417,ref|XP_061178417.1| histone-lysine N-methyltransferase SETMAR-like [Saccostrea echinata],271,81,350,1,271,91
CAH1956314,emb|CAH1956314.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1665826.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],329,1,329,1,298,93
GBP42386,dbj|GBP42386.1| Mariner Mos1 transposase [Eumeta japonica],299,54,350,45,333,96
CAF3783239,emb|CAF3783239.1| unnamed protein product [Rotaria sp. Silwood1],305,50,350,18,319,86
CAF3421174,emb|CAF3421174.1| unnamed protein product [Rotaria socialis] >emb|CAF4602961.1| unnamed protein product [Rotaria socialis],298,52,349,120,402,96
CAF4099841,emb|CAF4099841.1| unnamed protein product [Rotaria magnacalcarata],298,52,349,74,356,96
CAF2615149,emb|CAF2615149.1| unnamed protein product [Rotaria sp. Silwood2],283,15,297,414,694,99
CAF2127576,"emb|CAF2127576.1| unnamed protein product, partial [Rotaria magnacalcarata]",298,52,349,113,395,96
UYV63884,gb|UYV63884.1| hypothetical protein LAZ67_2005884 [Cordylochernes scorpioides],257,42,294,1,236,102
GFS63328,dbj|GFS63328.1| uncharacterized protein NPIL_656711 [Nephila pilipes],255,1,255,1,253,90
KAK3779959,gb|KAK3779959.1| hypothetical protein RRG08_051147 [Elysia crispata],229,123,350,24,252,83
CAH2003754,emb|CAH2003754.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1619987.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],337,1,337,1,270,90
UYV66795,gb|UYV66795.1| hypothetical protein LAZ67_4002873 [Cordylochernes scorpioides],231,66,295,225,454,95
GFY15878,dbj|GFY15878.1| histone-lysine N-methyltransferase SETMAR [Trichonephila clavipes],288,51,333,35,295,101
CAF1377758,emb|CAF1377758.1| unnamed protein product [Adineta ricciae],312,38,349,6,302,90
UYV71764,gb|UYV71764.1| hypothetical protein LAZ67_9000304 [Cordylochernes scorpioides],219,28,246,1,218,89
UYV77725,gb|UYV77725.1| hypothetical protein LAZ67_15002064 [Cordylochernes scorpioides],238,115,350,860,1097,86
UYV76490,gb|UYV76490.1| hypothetical protein LAZ67_14000659 [Cordylochernes scorpioides],355,2,350,36,325,112
UYV81753,gb|UYV81753.1| PUM2 [Cordylochernes scorpioides],300,1,299,976,1233,94
KAJ4445629,gb|KAJ4445629.1| hypothetical protein ANN_12311 [Periplaneta americana],227,114,339,1,226,90
CAF3950247,"emb|CAF3950247.1| unnamed protein product, partial [Rotaria sp. Silwood1] >emb|CAF5133068.1| unnamed protein product, partial [Rotaria sp. Silwood1]",298,37,333,1,294,94
UYV64317,gb|UYV64317.1| hypothetical protein LAZ67_3000269 [Cordylochernes scorpioides],243,81,322,1,230,90
PNF31072,"gb|PNF31072.1| hypothetical protein B7P43_G17251, partial [Cryptotermes secundus]",253,28,279,1,253,87
CAF1677833,"emb|CAF1677833.1| unnamed protein product, partial [Rotaria magnacalcarata] >emb|CAF4541036.1| unnamed protein product, partial [Rotaria magnacalcarata]",258,95,351,1,258,82
XP_015599901,ref|XP_015599901.1| histone-lysine N-methyltransferase SETMAR-like [Cephus cinctus],274,1,274,1,272,85
KMQ89412,gb|KMQ89412.1| histone-lysine n-methyltransferase setmar-like protein [Lasius niger],305,1,304,1,295,99
XP_011149400,ref|XP_011149400.2| histone-lysine N-methyltransferase SETMAR-like [Harpegnathos saltator],307,43,348,5,298,93
CAF1322555,emb|CAF1322555.1| unnamed protein product [Rotaria sp. Silwood1] >emb|CAF1638355.1| unnamed protein product [Rotaria sp. Silwood1],281,9,287,7,284,92
CAH1995479,emb|CAH1995479.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1656843.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],323,29,351,3,265,87
UYV71885,gb|UYV71885.1| SETMAR [Cordylochernes scorpioides],338,2,337,5,332,103
GFN91049,dbj|GFN91049.1| histone-lysine N-methyltransferase SETMAR [Plakobranchus ocellatus],274,38,292,1,273,94
KFD56762,gb|KFD56762.1| hypothetical protein M513_02439 [Trichuris suis],224,126,349,41,264,99
KFD56762,gb|KFD56762.1| hypothetical protein M513_02439 [Trichuris suis],40,3,42,6,45,15
KAF2359762,gb|KAF2359762.1| Transposase type 1 [Trinorchestia longiramus],297,1,296,1,287,90
CAH1973101,emb|CAH1973101.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1647589.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],261,91,351,2,247,82
UYV68058,gb|UYV68058.1| hypothetical protein LAZ67_5002934 [Cordylochernes scorpioides],249,52,299,59,306,102
CAH1992699,emb|CAH1992699.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1643857.1| Mariner Mos1 transposase [Acanthoscelides obtectus],339,1,339,1,285,88
KAJ4432082,gb|KAJ4432082.1| hypothetical protein ANN_20696 [Periplaneta americana],246,2,246,426,669,91
UYV72103,gb|UYV72103.1| hypothetical protein LAZ67_9001818 [Cordylochernes scorpioides],287,47,333,777,1032,105
CAI6353705,emb|CAI6353705.1| unnamed protein product [Macrosiphum euphorbiae],202,151,351,3,204,95
XP_060594912,ref|XP_060594912.1| histone-lysine N-methyltransferase SETMAR-like [Ruditapes philippinarum],308,2,308,6,311,101
KAI6661140,gb|KAI6661140.1| Transposase [Oopsacas minuta],294,6,298,10,287,103
KAF7251792,gb|KAF7251792.1| hypothetical protein EYD10_02920 [Varanus komodoensis],247,41,287,232,472,100
UYV63716,"gb|UYV63716.1| hypothetical protein LAZ67_2005414, partial [Cordylochernes scorpioides]",292,50,339,127,397,105
CAH2013894,emb|CAH2013894.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1642463.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],353,1,351,1,273,85
CAF2131668,"emb|CAF2131668.1| unnamed protein product, partial [Rotaria magnacalcarata] >emb|CAF4267446.1| unnamed protein product, partial [Rotaria magnacalcarata]",258,95,351,1,258,83
UYV63862,gb|UYV63862.1| hypothetical protein LAZ67_2005848 [Cordylochernes scorpioides],234,5,238,45,264,87
XP_025266426,ref|XP_025266426.1| histone-lysine N-methyltransferase SETMAR-like [Camponotus floridanus],270,80,348,2,265,90
CAH1997479,emb|CAH1997479.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1625098.1| Mariner Mos1 transposase [Acanthoscelides obtectus],322,1,322,1,287,91
CAH1968572,emb|CAH1968572.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1652021.1| Mariner Mos1 transposase [Acanthoscelides obtectus],339,16,351,8,289,100
GBN18853,dbj|GBN18853.1| Histone-lysine N-methyltransferase SETMAR [Araneus ventricosus],264,9,271,2,260,97
XP_064098258,ref|XP_064098258.1| histone-lysine N-methyltransferase SETMAR-like [Macrobrachium nipponense],225,38,261,1,224,86
XP_015189308,ref|XP_015189308.1| PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Polistes dominula],293,3,294,6,287,88
CAF3784554,"emb|CAF3784554.1| unnamed protein product, partial [Rotaria sp. Silwood1]",280,9,287,7,284,94
PNF18226,gb|PNF18226.1| hypothetical protein B7P43_G17522 [Cryptotermes secundus],271,81,350,2,269,97
CAH2006333,emb|CAH2006333.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1679579.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],341,2,342,13,293,91
UYV62475,gb|UYV62475.1| hypothetical protein LAZ67_2000729 [Cordylochernes scorpioides],276,6,280,1,220,85
UYV62475,gb|UYV62475.1| hypothetical protein LAZ67_2000729 [Cordylochernes scorpioides],96,53,148,221,311,24
CAF1933755,emb|CAF1933755.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF2092806.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF4094252.1| unnamed protein product [Rotaria magnacalcarata] >emb|CAF4347492.1| unnamed protein product [Rotaria magnacalcarata],353,1,351,1,341,101
XP_053403130,ref|XP_053403130.1| histone-lysine N-methyltransferase SETMAR-like [Mercenaria mercenaria],329,6,334,3,293,107
CAH1971996,emb|CAH1971996.1| unnamed protein product [Acanthoscelides obtectus] >emb|CAK1649304.1| Histone-lysine N-methyltransferase SETMAR [Acanthoscelides obtectus],339,1,339,74,364,90
QQP51566,gb|QQP51566.1| Putative mariner transposase [Caligus rogercresseyi],334,19,351,15,327,104
UYV60659,gb|UYV60659.1| hypothetical protein LAZ67_1001772 [Cordylochernes scorpioides],252,95,345,40,291,92
